epoch,loss,mrcnn_bbox_loss,mrcnn_class_loss,mrcnn_mask_loss,rpn_bbox_loss,rpn_class_loss,val_loss,val_mrcnn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_bbox_loss,val_rpn_class_loss
0,5.85640067657,0.857265399645,0.146257098317,0.632747935255,4.05953966479,0.160568877796,4.28385772467,0.699804225564,0.0694399841176,0.665396461487,2.82200643539,0.0271889162343
1,4.96867167791,0.647197351456,0.153490349985,0.660146274567,3.48489341756,0.0229225593402,4.4583890605,0.61657265991,0.185188253447,0.660201291442,2.97612319857,0.0202819868783
2,4.51386767864,0.631232933551,0.150968744135,0.642591779331,3.06805510481,0.0209973923257,4.38144344926,0.568491755724,0.173844949668,0.649314184189,2.96873017609,0.0210406603757
3,4.53921076457,0.606739077369,0.123764031402,0.636760064264,3.14928015153,0.0226457258702,4.9289523983,0.634140426219,0.187587200738,0.659355119765,3.42939713895,0.0184507573233
4,4.71856883923,0.610989008049,0.148562096764,0.636168447336,3.30230726441,0.0205203042587,4.5246195817,0.582200977206,0.159315256169,0.641923773885,3.12149854839,0.0196593138319
5,4.29420387824,0.588959136804,0.141943119899,0.631226914426,2.91214513759,0.019907848693,5.15089920282,0.532863098085,0.206579052825,0.623492112756,3.77021721125,0.0177259928989
6,4.43541332285,0.587810338537,0.136630782514,0.626321531236,3.06410241922,0.0205265180301,3.5207131815,0.50074870646,0.137077651769,0.628878662288,2.23633219361,0.0176542240009
7,4.30196626981,0.567709282537,0.129335889656,0.622024098237,2.96341708501,0.0194581672553,4.01767731667,0.494498559833,0.124938537255,0.623254379332,2.75689645886,0.0180676099099
8,4.17968076189,0.5680959707,0.154686337497,0.60466823553,2.83458802909,0.0176204255736,3.60545331597,0.520679514557,0.137069188661,0.594980866015,2.33567229062,0.0170297042304
9,4.48517332991,0.589235819628,0.158764491562,0.607514566878,3.11110730539,0.0185293706623,3.77564449549,0.575017356426,0.0685719506163,0.580598617792,2.53276903152,0.0186657749792
10,4.13878731052,0.543672400316,0.145064633396,0.589173943698,2.84393897076,0.0169155670136,3.46182996988,0.517965826094,0.086411698563,0.569581079483,2.27193607077,0.015913486979
11,4.35783393939,0.543433217506,0.162460514375,0.59190391014,3.04183969339,0.0181747946034,3.90237149119,0.514207283258,0.202300557084,0.581332098544,2.58822792649,0.0162817796413
12,4.1459283642,0.540594258507,0.148877060186,0.57866517961,2.86074102143,0.0170290245644,3.4490310514,0.47967569232,0.140486888401,0.540732802451,2.27133946121,0.0167743713467
13,4.17661730965,0.527755720168,0.15563048765,0.56448537161,2.91165206075,0.0170718478132,3.69429317832,0.552801852822,0.137173736095,0.573850346506,2.41424779266,0.0161975119822
14,4.31281004548,0.551954515924,0.13394761472,0.5634633482,3.0464549016,0.0169677535662,3.51303509355,0.482383403778,0.0974366273638,0.545143236518,2.37278542042,0.0152644929127
15,4.20413905183,0.536764445752,0.141673094252,0.571762821277,2.9373469011,0.0165698526551,3.45271806359,0.457903508544,0.10990098414,0.52518850565,2.34098583788,0.0187172971526
16,4.29766153495,0.533491991758,0.143546592161,0.563096940219,3.04058651457,0.0169175531599,3.60683591247,0.513107135594,0.126210313998,0.536925734878,2.41389119506,0.016679598086
17,4.19440435727,0.52109343484,0.143723119985,0.560128119886,2.95251735161,0.0169203889465,3.27273496628,0.487196877897,0.182656265208,0.539157257676,2.05004235446,0.0136602655426
18,4.07978084167,0.519956100235,0.144089330878,0.543150921365,2.85632994374,0.0162325626724,3.32275349975,0.529061199129,0.0784707074612,0.541295176744,2.1578325507,0.0160718232323
19,4.05889781753,0.531272606552,0.150582536938,0.55468375653,2.80566865166,0.0166682110028,3.63734234929,0.505199719816,0.141236602403,0.529160014689,2.44713894069,0.0145850096329
20,4.00606229504,0.522760394166,0.154625106854,0.557866539458,2.75376395126,0.0170242406575,3.49006495476,0.502197435349,0.129806694323,0.523100368977,2.32025109529,0.0146873115771
21,4.14314696908,0.523729198823,0.151193001361,0.556933134993,2.8958666718,0.0154029028858,4.31784338355,0.504031353891,0.235323101766,0.545468848944,3.01624488175,0.0167531093839
22,3.9815478162,0.502301679129,0.15430592518,0.54298015068,2.76574717373,0.0161907803931,3.24858010411,0.490832441449,0.10615144521,0.533375092447,2.10385246307,0.0143465123454
23,4.136477681,0.513737119585,0.155193308583,0.559513821801,2.89213074252,0.0158805327762,3.97900545001,0.466101255119,0.180743356447,0.528734478951,2.79015941978,0.0132447622449
24,4.09441041748,0.522269258002,0.181653437595,0.554461388985,2.82009484669,0.015909300826,4.33782612562,0.475988327116,0.198935307153,0.504869807661,3.14339579582,0.0146147245076
25,3.91928084572,0.502476707002,0.148040905173,0.541309126616,2.71034999599,0.0170819289268,3.10357227206,0.502272974849,0.102859727545,0.549222167134,1.9346056667,0.0145894536399
26,4.04071089983,0.516253638168,0.163196267971,0.54262359793,2.8030075483,0.0156075676593,3.57471035361,0.491067246497,0.129829321997,0.526180377603,2.41350643694,0.0141046893934
27,4.06786915143,0.507226858139,0.18647797445,0.539472801387,2.81945219328,0.0152170294174,3.45166738153,0.43823537454,0.186665785536,0.515651821792,2.29856445313,0.0125276425201
28,4.10108936707,0.501889573509,0.160980562298,0.541010973652,2.88147928993,0.0157066252835,3.09509613872,0.424874111265,0.175385961346,0.51247735858,1.96996957213,0.0123667311459
29,3.91688907146,0.494999716058,0.173725779865,0.529935698708,2.70332929408,0.0148761837829,3.32570549726,0.452796380371,0.138098454997,0.505515950322,2.21468381852,0.0145884941868
30,3.99314612985,0.474146587253,0.168955509242,0.535119359891,2.79910247197,0.0157997812482,3.5523605752,0.446488770247,0.20175505437,0.513864972293,2.37562562406,0.0146037001628
31,3.80199475884,0.487198442618,0.162560955134,0.531838549078,2.60460726311,0.015767048907,3.22840314031,0.443191385716,0.155328090247,0.514531470239,2.10132576406,0.0140039086016
32,3.84931478182,0.474695552588,0.151853410502,0.527625320156,2.67993736764,0.0151805973767,3.00347697735,0.469633865207,0.109091602005,0.495937437713,1.91593454927,0.0128569748299
33,3.79670970003,0.473371756325,0.141052971466,0.52884742856,2.63862495502,0.0147900090367,3.43034449935,0.434614207596,0.183441815078,0.506181897223,2.29330960929,0.012774331047
34,3.88532222788,0.467322119474,0.146033948027,0.524887126585,2.731727826,0.0153285574995,4.19098250985,0.419920431525,0.152711676881,0.519298696816,3.08570609391,0.0133229657018
35,3.82101339102,0.466510972778,0.156896071124,0.520231787264,2.66226115942,0.015090744398,3.32639975548,0.459833668768,0.157383400723,0.504655245543,2.19163558006,0.0128691027418
36,3.87678691546,0.464814186444,0.16138776433,0.514336868326,2.72120835558,0.0150169719612,3.04333824992,0.420397097468,0.137913869945,0.495259105265,1.97627402604,0.0134713766817
37,3.92029102842,0.493223887583,0.154152248773,0.52510297815,2.73248234779,0.0153067856849,3.4381803143,0.444058760256,0.163020511903,0.51267652452,2.30460309207,0.0137985566619
38,3.9004686745,0.476978509873,0.172642665922,0.517330872416,2.71887630324,0.0146174340268,3.15472903371,0.478476135433,0.127456884366,0.50506279856,2.02994042099,0.0137698990386
39,3.93056430578,0.471916745553,0.160788534091,0.525102933447,2.75678520908,0.0159479725761,3.21993768096,0.400319722593,0.160293464176,0.500585479736,2.1450345546,0.0136814737343
40,3.66350896319,0.444555262526,0.175704425885,0.516775253614,2.51206974983,0.0143812773132,3.19767698407,0.437233797014,0.158155808449,0.50709223628,2.08095562786,0.0142165002646
41,3.83608109474,0.473858536482,0.154600005317,0.521334439019,2.67108897964,0.0151761190454,2.79485041022,0.41814032048,0.131894207038,0.496692297459,1.73622972965,0.0118708437891
42,3.71174935897,0.442513547291,0.156069791672,0.517481690645,2.58033803225,0.0153231964144,3.87061636567,0.427786833495,0.179251391334,0.503833404779,2.74775263667,0.0119689832418
43,3.71387812495,0.447920451115,0.154224512226,0.521399099032,2.57567548523,0.0146354407437,3.22516561985,0.420314406306,0.166249212548,0.500578434467,2.12686704725,0.0111332903733
44,3.67093677719,0.445215334445,0.161197583284,0.504749422669,2.54466840009,0.0150827871085,3.23562437534,0.414186792225,0.148972251806,0.484424074292,2.17444927722,0.0135687417258
45,3.65419161002,0.471873034587,0.158437633823,0.525281822085,2.4832627358,0.0153131371694,3.12967911839,0.405501769334,0.164226617217,0.492486974895,2.05349282235,0.0139476812689
46,3.61830186605,0.455121090313,0.158484799179,0.509877714117,2.48024234943,0.0145525779172,3.21169547558,0.409360920787,0.165342227779,0.502959108651,2.12152951479,0.0124803682184
47,3.85793573936,0.467178465972,0.161944803915,0.512544636925,2.70075514247,0.0154893177616,3.29254710674,0.415167351216,0.117686943905,0.500456336141,2.2473584801,0.0118546706764
48,3.62466903647,0.449271980971,0.156265156157,0.511947481136,2.49262952089,0.0145314728554,3.00747518539,0.425625385791,0.093170318678,0.505292574167,1.97052366287,0.0128398142848
49,3.80619037946,0.467452488492,0.165325738387,0.519583256841,2.63977849126,0.0140269308095,3.05756545186,0.39992080614,0.181081137359,0.476298293769,1.98670133501,0.0135403663584
50,3.5924380219,0.444434452405,0.172018099635,0.508568961819,2.45387963623,0.0135133421398,2.96083580971,0.406607264429,0.125292615369,0.471765806377,1.94585135877,0.0112952446193
51,3.63189631025,0.442598451326,0.155308279309,0.508701870342,2.51146728565,0.013796818528,2.94382194638,0.38654531315,0.137361474084,0.485383985043,1.92241464615,0.0120929057756
52,3.80061836243,0.446719505638,0.162379087452,0.514380173584,2.66280054619,0.0143153913174,2.94993788958,0.458375262171,0.0828130675294,0.474205544591,1.9226131618,0.0119071687572
53,3.82148330967,0.458046448727,0.142463778807,0.506027867595,2.70205312798,0.0128683621692,2.88938863873,0.404052136987,0.141281830743,0.481866950989,1.84890239447,0.0132615626929
54,3.74201057712,0.442726164162,0.18446066993,0.512935956419,2.58729951208,0.0145644708428,2.94725284934,0.384250600785,0.150628402568,0.483255380392,1.91690484911,0.0121897668741
55,3.58946118593,0.441962535679,0.17809812575,0.501044341624,2.45518087586,0.0131514584564,3.44714083076,0.422889180779,0.165308287069,0.491463212669,2.35510592997,0.0123503265379
56,3.7448191603,0.436990574449,0.181529695646,0.508373748461,2.60480704039,0.0130941527368,2.9954009223,0.359843495488,0.15123428259,0.498780865669,1.97355950654,0.0119588103076
57,3.81729285399,0.459153967152,0.176338926312,0.510667474866,2.65692777634,0.0141807386233,2.5496590066,0.396473522186,0.13787299443,0.480505133867,1.5241004467,0.0106829035445
58,3.6077397418,0.447393310368,0.168786888905,0.503829018573,2.47409040779,0.0136160480518,3.16346000791,0.385138878822,0.152583412179,0.502455869913,2.11057872951,0.0126790084125
59,3.61962228894,0.43345504567,0.174634663289,0.50127758642,2.49622155577,0.014009285483,2.88850144029,0.41353345111,0.155118778367,0.486507026255,1.8217344296,0.0115836153307
60,3.67571459889,0.43306876339,0.19818642715,0.507970735232,2.52247488459,0.0139895726802,3.17928926587,0.407398901582,0.145236818474,0.481616651118,2.13196457237,0.0130481041735
61,3.60341101209,0.44285854136,0.17398731752,0.499078348478,2.4723660475,0.0150965161951,3.05910971403,0.391658838391,0.174906414934,0.477599054873,2.00518985808,0.00973127585952
62,3.63889172673,0.432068630184,0.178934443222,0.506444539626,2.50790418208,0.0135156068113,3.18689228892,0.407546030879,0.172651662081,0.483328243494,2.11070684075,0.0126352059515
63,3.53223976851,0.427974948287,0.171185062262,0.50164897273,2.41741618762,0.0139902420295,2.77806717098,0.400737978816,0.133949584924,0.495089607239,1.73656428397,0.011701364402
64,3.63615376194,0.453058492839,0.175880069137,0.499181176126,2.49376016329,0.0142494324668,3.11626774192,0.391671283618,0.162969007343,0.484112449586,2.06530345678,0.0121871098573
65,3.53652360002,0.424662327071,0.186512846587,0.503938833475,2.40931192587,0.0120731804081,2.70083388686,0.348508720994,0.140542918649,0.494580629766,1.7063010025,0.0108761049958
66,3.68579497576,0.429120215923,0.177543911897,0.493874454896,2.57239610861,0.0128357347353,2.70738845944,0.369201772809,0.159488098957,0.464714038968,1.70255217433,0.0114078155416
67,3.60994027654,0.435585321883,0.170501017518,0.510483409961,2.48022715509,0.0131187286302,2.77798127294,0.419233079106,0.149938194053,0.496912724972,1.69942950368,0.0124430911877
68,3.59428603252,0.419582883616,0.185966805468,0.494160425266,2.48142152975,0.013129709434,2.76139291883,0.370171983689,0.164000704363,0.488758876324,1.7282179895,0.0102186524286
69,3.63572018862,0.423684779232,0.180430211462,0.49491845727,2.52353718152,0.0131248349285,3.01090163112,0.382619200498,0.174748646393,0.486700006127,1.9552915746,0.0115174088185
70,3.60704244097,0.427682094127,0.169483585628,0.497136945923,2.49881497085,0.0139000542834,2.98842533827,0.391013302207,0.181787734777,0.483522211909,1.92175505996,0.0103221927607
71,3.72179802815,0.432530186872,0.177715907168,0.495000630716,2.60335256428,0.0131738642512,2.87569697738,0.41424307391,0.124486245401,0.463138354421,1.86371793479,0.0100864474953
72,3.62039968371,0.438837855409,0.181448325745,0.495694046716,2.48928664352,0.015107867483,2.61720137358,0.374672185779,0.138312518261,0.468945472538,1.62431792021,0.010928310079
73,3.73561314325,0.440664464285,0.189371671341,0.503866624435,2.58864934837,0.0130360510268,2.72932750583,0.402877185792,0.144233367369,0.467590276897,1.70265360147,0.0119481025811
74,3.59470017592,0.424946389347,0.173996115485,0.493332553506,2.48869265248,0.0137074266479,3.07307610869,0.371136612892,0.155997409234,0.480776471794,2.05436967209,0.0107708521362
75,3.39052052339,0.421414870347,0.180376085726,0.504674244424,2.27044182986,0.0135883840119,2.72591692388,0.373375737518,0.142574126143,0.476242190897,1.72423700355,0.00946271448396
76,3.36892692486,0.423535600404,0.180250182599,0.493850302498,2.25835995818,0.0129057219413,2.73917524576,0.375908176601,0.161932215542,0.461866720915,1.72806384504,0.0113790940202
77,3.48409935594,0.421858529896,0.192870068327,0.496267525355,2.36031489412,0.0127631082248,2.96456209064,0.388797882646,0.165060936399,0.480763398111,1.91998407811,0.00993057123735
78,3.5502460746,0.422148085882,0.165013524927,0.490672608912,2.4594754681,0.0129110949265,3.00232038617,0.378760980815,0.172515929788,0.483423907161,1.9564884308,0.0111058109894
79,3.49825599432,0.406258365611,0.169943952194,0.495408317546,2.41344245185,0.0131775531239,2.79176632047,0.366044559479,0.151246568784,0.47761143595,1.78673943251,0.010098918631
80,3.43996578991,0.415585439006,0.169886899677,0.489243803918,2.35227077747,0.0129534454118,3.08592393517,0.358175683096,0.174457708634,0.477989547551,2.06628952622,0.00898602056259
81,3.4216010944,0.405233922054,0.167183755276,0.48189959387,2.35624829764,0.0110100488225,2.65430147886,0.354474562183,0.136731823571,0.457901332676,1.69498533905,0.010182917919
82,3.51033532143,0.407011649261,0.179250405033,0.480753707389,2.43170998196,0.0115840106993,2.94070743322,0.375051262677,0.148138716072,0.481861641705,1.92560388863,0.0100263616157
83,3.35441370308,0.418405441592,0.17155058569,0.488395920893,2.26477675304,0.0112593564088,2.90168794513,0.362907820791,0.157629681826,0.478034314513,1.89299611181,0.0100942923781
84,3.57650879463,0.422490066191,0.172795643806,0.493625168502,2.47391377479,0.0136584114004,2.80303646445,0.354808485359,0.168519460391,0.463386293948,1.80442540169,0.0118710796314
85,3.53005855918,0.422909316321,0.172134805912,0.486099996666,2.43688199431,0.0120067105547,2.80086289167,0.37808569625,0.152284866646,0.453857558668,1.80711930603,0.00948974464438
86,3.28982528607,0.399358924031,0.173759034953,0.481921916405,2.22305642486,0.0117032169417,2.75262811542,0.344997904152,0.168769695488,0.4552157709,1.77368465334,0.00993430365168
87,3.5173018527,0.419045231442,0.178025051877,0.49803521812,2.409256953,0.012913551376,2.93055273175,0.345624194294,0.157497359589,0.456012253463,1.96099721283,0.0103957878437
88,3.44687196215,0.406502862473,0.1828246806,0.488968357046,2.35740963976,0.0111405152911,2.72475419521,0.361490839124,0.138408910371,0.458023342192,1.75544278473,0.0113623653591
89,3.46720001976,0.404876933768,0.174913297767,0.492213997543,2.38346310392,0.0117066907351,3.02434337497,0.360238326639,0.155419497071,0.452927610278,2.04656676859,0.00916512041353
90,3.44282381455,0.423745842899,0.171219403079,0.493443974058,2.34219683935,0.0121917052831,2.6665836978,0.354630261809,0.145495416354,0.462015993595,1.69413942963,0.0102765461075
91,3.54709915717,0.422271943291,0.171777002153,0.493266876936,2.44750255793,0.0122546045108,3.01996520519,0.382408264726,0.166714371219,0.454304552674,2.00652919024,0.00998263904825
92,3.50551053842,0.417709906325,0.183495768867,0.492172974547,2.40032879531,0.0117768846367,2.91424479604,0.376825347841,0.155414739475,0.467014146149,1.9051734221,0.00979090471286
93,3.4325138096,0.395698149775,0.177138382364,0.474865862528,2.37298435137,0.0118008619149,2.89111290932,0.357948639467,0.172207673937,0.456084030271,1.8957396099,0.00910673427337
94,3.43290008386,0.412868846407,0.178627700284,0.481253813207,2.34692986101,0.0131936191224,2.94371200562,0.344487249106,0.181625131182,0.451633310318,1.95630485028,0.00963520493417
95,3.50490257502,0.420231274317,0.186098450248,0.490068923235,2.39652594119,0.0119516393783,2.71724176884,0.359350372106,0.138347884994,0.460630240738,1.74972800404,0.00915887654468
96,3.24153297981,0.403725205387,0.178812493801,0.477015294035,2.16981038153,0.0121431899971,3.00922547817,0.363684955537,0.153444051836,0.468583040535,2.01359770998,0.00988930458261
97,3.35963116725,0.403662064994,0.177223313041,0.487099674642,2.2799423291,0.01167728885,3.11580244899,0.361664910316,0.185508942381,0.459066144526,2.09809086114,0.0114450888627
98,3.47775368452,0.422747938136,0.187055715273,0.493988752166,2.36216005286,0.0117746725323,2.80069743276,0.374834947884,0.169353476036,0.455259876847,1.79254496008,0.0086776470195
99,3.59497640928,0.423980088681,0.191631385883,0.487072159747,2.48019557486,0.0120705662049,2.84038518667,0.368843778223,0.155994455246,0.462262792885,1.842926296,0.0103311950556
